n,r,t
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.002306805074971165},"{concept:under 5 years of age,text:under 5 years of age}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.002306805074971165},"{concept:occur,text:occur}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.002306805074971165},"{concept:southern asia,text:southern asia}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.002306805074971165},"{concept:immunization,text:immunization}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.002306805074971165},"{concept:1 million,text:1 million}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.002306805074971165},"{concept:improvement,text:improvement}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.002306805074971165},"{concept:poor_people,text:poor}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.002306805074971165},"{concept:childbirth,text:childbirth}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.002306805074971165},"{concept:poverty,text:poverty}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.002306805074971165},"{concept:protect,text:protect}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.002306805074971165},"{concept:safe,text:safe}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.002306805074971165},"{concept:especially,text:especially}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.002306805074971165},"{concept:committedness,text:commitment}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.0034602076124567475},"{concept:strengthen,text:strengthen}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.0034602076124567475},"{concept:reproductive,text:reproductive}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.0034602076124567475},"{concept:adolescent,text:adolescent}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.0034602076124567475},"{concept:epidemic,text:epidemic}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.0034602076124567475},"{concept:aidsrelated,text:aidsrelated}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.0034602076124567475},"{concept:illness,text:illness}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.0034602076124567475},"{concept:AIDS,text:aids}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.0034602076124567475},"{concept:family,text:family}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.0034602076124567475},"{concept:provide,text:provide}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.0034602076124567475},"{concept:need,text:need}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.0034602076124567475},"{concept:education,text:education}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.0034602076124567475},"{concept:development,text:development}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.0034602076124567475},"{concept:universal,text:universal}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.0034602076124567475},"{concept:tuberculosis,text:tuberculosis}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.0034602076124567475},"{concept:rate,text:rate}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.0034602076124567475},"{concept:communicable,text:communicable}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.0034602076124567475},"{concept:address,text:address}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.0034602076124567475},"{concept:number,text:number}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.0034602076124567475},"{concept:2000,text:2000}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.0034602076124567475},"{concept:subsaharan,text:subsaharan}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.0034602076124567475},"{concept:southern,text:southern}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.0034602076124567475},"{concept:subsaharan africa,text:subsaharan africa}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.0034602076124567475},"{concept:target,text:target}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.0034602076124567475},"{concept:save,text:save}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.0034602076124567475},"{concept:preventable,text:preventable}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.0034602076124567475},"{concept:start,text:start}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.0034602076124567475},"{concept:right,text:right}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.0034602076124567475},"{concept:quality,text:quality}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.0034602076124567475},"{concept:service,text:service}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.0034602076124567475},"{concept:improve,text:improve}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.00461361014994233},"{concept:medicine,text:medicine}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.00461361014994233},"{concept:cause,text:cause}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.00461361014994233},"{concept:mother,text:mother}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.00461361014994233},"{concept:vaccine,text:vaccine}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.03229527104959631},"{concept:health,text:health}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.02191464821222607},"{concept:child,text:child}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.01845444059976932},"{concept:death,text:death}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.016147635524798153},"{concept:disease,text:disease}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.014994232987312572},"{concept:people,text:people}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.012687427912341407},"{concept:mortality,text:mortality}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.012687427912341407},"{concept:develop,text:develop}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.011534025374855825},"{concept:addition,text:increase}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.011534025374855825},"{concept:maternal,text:maternal}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.010380622837370242},"{concept:entree,text:access}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.010380622837370242},"{concept:life,text:life}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.010380622837370242},"{concept:age,text:age}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.00922722029988466},"{concept:care,text:care}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.00922722029988466},"{concept:woman,text:woman}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.00922722029988466},"{concept:advancement,text:progress}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.00922722029988466},"{concept:HIV,text:hiv}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.00922722029988466},"{concept:reduce,text:reduce}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.008073817762399077},"{concept:healthy,text:healthy}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.008073817762399077},"{concept:die,text:die}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.008073817762399077},"{concept:2030,text:2030}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.006920415224913495},"{concept:cent,text:cent}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.006920415224913495},"{concept:live,text:live}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.0057670126874279125},"{concept:promote,text:promote}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.0057670126874279125},"{concept:ensure,text:ensure}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.0057670126874279125},"{concept:achieve,text:achieve}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.0057670126874279125},"{concept:2017,text:2017}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.0057670126874279125},"{concept:malaria,text:malaria}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.0057670126874279125},"{concept:necessity,text:essential}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.0057670126874279125},"{concept:hazard,text:risk}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.0057670126874279125},"{concept:global,text:global}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.00461361014994233},"{concept:middleincome,text:middleincome}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.00461361014994233},"{concept:noncommunicable,text:noncommunicable}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.00461361014994233},"{concept:low,text:low}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.00461361014994233},"{concept:millions,text:millions}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.00461361014994233},"{concept:continue,text:continue}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.00461361014994233},"{concept:lead,text:lead}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.00461361014994233},"{concept:coverage,text:coverage}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.00461361014994233},"{concept:require,text:require}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.00461361014994233},"{concept:include,text:include}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.00461361014994233},"{concept:globally,text:globally}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.00461361014994233},"{concept:wellbeing,text:wellbeing}"
"{nombre:Ensure healthy lives and promote well-being for all at all ages,id:3}",{peso:0.00461361014994233},"{concept:birth,text:birth}"
