n,r,t
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.0031746031746031746},"{concept:old,text:old}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.0031746031746031746},"{concept:affordable,text:affordable}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.0031746031746031746},"{concept:safety,text:safety}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.0031746031746031746},"{concept:more than half,text:more than half}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.0031746031746031746},"{concept:death,text:death}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.0031746031746031746},"{concept:environment,text:environment}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.0031746031746031746},"{concept:health,text:health}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.0031746031746031746},"{concept:occupy,text:occupy}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.0031746031746031746},"{concept:need,text:need}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.0031746031746031746},"{concept:example,text:example}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.0031746031746031746},"{concept:addition,text:increase}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.0031746031746031746},"{concept:municipal,text:municipal}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.0031746031746031746},"{concept:rapid,text:rapid}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.0031746031746031746},"{concept:grow,text:grow}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.0031746031746031746},"{concept:improve,text:improve}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.0031746031746031746},"{concept:adequate,text:adequate}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.0031746031746031746},"{concept:manner,text:way}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.0031746031746031746},"{concept:continue,text:continue}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.0031746031746031746},"{concept:occupation,text:job}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.0031746031746031746},"{concept:prosperity,text:prosperity}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.0031746031746031746},"{concept:practice,text:practice}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.0031746031746031746},"{concept:topographic_point,text:place}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.0031746031746031746},"{concept:5 billion,text:5 billion}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.0031746031746031746},"{concept:productiveness,text:productivity}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.0031746031746031746},"{concept:development,text:development}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.0031746031746031746},"{concept:space,text:space}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.004761904761904762},"{concept:physique,text:build}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.004761904761904762},"{concept:inclusive,text:inclusive}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.004761904761904762},"{concept:homo,text:human}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.004761904761904762},"{concept:natural,text:natural}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.004761904761904762},"{concept:vulnerable,text:vulnerable}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.004761904761904762},"{concept:child,text:child}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.004761904761904762},"{concept:population,text:population}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.004761904761904762},"{concept:degree,text:level}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.004761904761904762},"{concept:history,text:account}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.03968253968253968},"{concept:city,text:city}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.01746031746031746},"{concept:cent,text:cent}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.015873015873015872},"{concept:people,text:people}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.015873015873015872},"{concept:2030,text:2030}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.012698412698412698},"{concept:urban,text:urban}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.012698412698412698},"{concept:live,text:live}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.011111111111111112},"{concept:universe,text:world}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.011111111111111112},"{concept:catastrophe,text:disaster}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.009523809523809525},"{concept:populace,text:public}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.009523809523809525},"{concept:air,text:air}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.009523809523809525},"{concept:management,text:management}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.009523809523809525},"{concept:pollution,text:pollution}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.009523809523809525},"{concept:sustainable,text:sustainable}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.007936507936507936},"{concept:life,text:life}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.007936507936507936},"{concept:quality,text:quality}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.007936507936507936},"{concept:urbanization,text:urbanization}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.007936507936507936},"{concept:challenge,text:challenge}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.007936507936507936},"{concept:number,text:number}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.007936507936507936},"{concept:safe,text:safe}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.007936507936507936},"{concept:slum,text:slum}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.007936507936507936},"{concept:economic,text:economic}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.006349206349206349},"{concept:create,text:create}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.006349206349206349},"{concept:sociable,text:social}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.006349206349206349},"{concept:rise,text:rise}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.006349206349206349},"{concept:resource,text:resource}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.006349206349206349},"{concept:provide,text:provide}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.006349206349206349},"{concept:include,text:include}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.006349206349206349},"{concept:energy,text:energy}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.006349206349206349},"{concept:entree,text:access}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.006349206349206349},"{concept:today,text:today}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.006349206349206349},"{concept:Earth,text:earth}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.006349206349206349},"{concept:emission,text:emission}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.006349206349206349},"{concept:global,text:global}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.006349206349206349},"{concept:person,text:person}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.006349206349206349},"{concept:conveyance,text:transport}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.006349206349206349},"{concept:affect,text:affect}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.004761904761904762},"{concept:share,text:share}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.004761904761904762},"{concept:planning,text:planning}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.004761904761904762},"{concept:undertaking,text:project}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.004761904761904762},"{concept:land,text:land}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.004761904761904762},"{concept:housing,text:housing}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.004761904761904762},"{concept:service,text:service}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.004761904761904762},"{concept:BASIC,text:basic}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.004761904761904762},"{concept:reduce,text:reduce}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.004761904761904762},"{concept:waste,text:waste}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.004761904761904762},"{concept:develop,text:develop}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.004761904761904762},"{concept:carbon,text:carbon}"
"{nombre:Make cities and human settlements inclusive, safe, resilient and sustainable,id:11}",{peso:0.004761904761904762},"{concept:consumption,text:consumption}"
