n,r,t
"{nombre:End poverty in all its forms everywhere,id:1}",{peso:0.007633587786259542},"{concept:five,text:five}"
"{nombre:End poverty in all its forms everywhere,id:1}",{peso:0.007633587786259542},"{concept:vulnerable,text:vulnerable}"
"{nombre:End poverty in all its forms everywhere,id:1}",{peso:0.007633587786259542},"{concept:protection,text:protection}"
"{nombre:End poverty in all its forms everywhere,id:1}",{peso:0.007633587786259542},"{concept:ensure,text:ensure}"
"{nombre:End poverty in all its forms everywhere,id:1}",{peso:0.007633587786259542},"{concept:include,text:include}"
"{nombre:End poverty in all its forms everywhere,id:1}",{peso:0.007633587786259542},"{concept:growth,text:growth}"
"{nombre:End poverty in all its forms everywhere,id:1}",{peso:0.007633587786259542},"{concept:2030,text:2030}"
"{nombre:End poverty in all its forms everywhere,id:1}",{peso:0.0061068702290076335},"{concept:water,text:water}"
"{nombre:End poverty in all its forms everywhere,id:1}",{peso:0.0061068702290076335},"{concept:2018,text:2018}"
"{nombre:End poverty in all its forms everywhere,id:1}",{peso:0.0061068702290076335},"{concept:dimension,text:dimension}"
"{nombre:End poverty in all its forms everywhere,id:1}",{peso:0.0061068702290076335},"{concept:age,text:age}"
"{nombre:End poverty in all its forms everywhere,id:1}",{peso:0.0061068702290076335},"{concept:woman,text:woman}"
"{nombre:End poverty in all its forms everywhere,id:1}",{peso:0.0061068702290076335},"{concept:end,text:end}"
"{nombre:End poverty in all its forms everywhere,id:1}",{peso:0.004580152671755725},"{concept:sanitation,text:sanitation}"
"{nombre:End poverty in all its forms everywhere,id:1}",{peso:0.004580152671755725},"{concept:health,text:health}"
"{nombre:End poverty in all its forms everywhere,id:1}",{peso:0.004580152671755725},"{concept:disease,text:disease}"
"{nombre:End poverty in all its forms everywhere,id:1}",{peso:0.004580152671755725},"{concept:cause,text:cause}"
"{nombre:End poverty in all its forms everywhere,id:1}",{peso:0.004580152671755725},"{concept:education,text:education}"
