n,r,t
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.0038910505836575876},"{concept:marriage,text:marriage}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.0038910505836575876},"{concept:fgm,text:fgm}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.0038910505836575876},"{concept:protect,text:protect}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.0038910505836575876},"{concept:49,text:49}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.0038910505836575876},"{concept:development,text:development}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.0038910505836575876},"{concept:continue,text:continue}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.0038910505836575876},"{concept:discrimination,text:discrimination}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.0038910505836575876},"{concept:confidant,text:intimate}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.0038910505836575876},"{concept:spouse,text:partner}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.0038910505836575876},"{concept:30,text:30}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.0038910505836575876},"{concept:promote,text:promote}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.04669260700389105},"{concept:woman,text:woman}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.041504539559014265},"{concept:girl,text:girl}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.01556420233463035},"{concept:gender,text:gender}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.01556420233463035},"{concept:violence,text:violence}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.014267185473411154},"{concept:equality,text:equality}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.011673151750972763},"{concept:sexual,text:sexual}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.010376134889753566},"{concept:right,text:right}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.010376134889753566},"{concept:practice,text:practice}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.010376134889753566},"{concept:education,text:education}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.010376134889753566},"{concept:cent,text:cent}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.010376134889753566},"{concept:goal,text:goal}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.009079118028534372},"{concept:female,text:female}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.009079118028534372},"{concept:entree,text:access}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.009079118028534372},"{concept:age,text:age}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.009079118028534372},"{concept:universe,text:world}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.007782101167315175},"{concept:work,text:work}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.007782101167315175},"{concept:peer,text:equal}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.007782101167315175},"{concept:form,text:form}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.007782101167315175},"{concept:health,text:health}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.00648508430609598},"{concept:achieve,text:achieve}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.00648508430609598},"{concept:law,text:law}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.00648508430609598},"{concept:harmful,text:harmful}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.00648508430609598},"{concept:mutilation,text:mutilation}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.00648508430609598},"{concept:genital,text:genital}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.00648508430609598},"{concept:experience,text:experience}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.005188067444876783},"{concept:marry,text:marry}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.005188067444876783},"{concept:include,text:include}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.005188067444876783},"{concept:eliminate,text:eliminate}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.005188067444876783},"{concept:physical,text:physical}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.005188067444876783},"{concept:primary,text:primary}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.005188067444876783},"{concept:authorization,text:empowerment}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.005188067444876783},"{concept:advancement,text:progress}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.005188067444876783},"{concept:domestic,text:domestic}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.005188067444876783},"{concept:economic,text:economic}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.005188067444876783},"{concept:political,text:political}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.005188067444876783},"{concept:care,text:care}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.005188067444876783},"{concept:national,text:national}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.0038910505836575876},"{concept:male_child,text:boy}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.0038910505836575876},"{concept:opportunity,text:opportunity}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.0038910505836575876},"{concept:barrier,text:barrier}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.0038910505836575876},"{concept:service,text:service}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.0038910505836575876},"{concept:reproductive,text:reproductive}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.0038910505836575876},"{concept:school,text:school}"
"{nombre:Achieve gender equality and empower all women and girls,id:5}",{peso:0.0038910505836575876},"{concept:dollar,text:dollar}"
