n,r,t
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.002777777777777778},"{concept:personal,text:personal}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.002777777777777778},"{concept:security,text:security}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.002777777777777778},"{concept:stimulate,text:stimulate}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.004166666666666667},"{concept:addition,text:addition}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.004166666666666667},"{concept:child,text:child}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.004166666666666667},"{concept:improve,text:improve}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.004166666666666667},"{concept:domestic,text:domestic}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.004166666666666667},"{concept:wage,text:pay}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.004166666666666667},"{concept:need,text:need}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.004166666666666667},"{concept:condition,text:condition}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.004166666666666667},"{concept:advancement,text:progress}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.004166666666666667},"{concept:require,text:require}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.004166666666666667},"{concept:policy,text:policy}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.004166666666666667},"{concept:universe,text:world}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.004166666666666667},"{concept:live,text:live}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.004166666666666667},"{concept:family,text:family}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.004166666666666667},"{concept:continue,text:continue}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.004166666666666667},"{concept:investing,text:investment}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.020833333333333332},"{concept:decent,text:decent}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.020833333333333332},"{concept:occupation,text:job}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.019444444444444445},"{concept:work,text:work}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.016666666666666666},"{concept:employment,text:employment}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.015277777777777777},"{concept:growth,text:growth}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.0125},"{concept:woman,text:woman}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.0125},"{concept:rate,text:rate}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.011111111111111112},"{concept:economic,text:economic}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.011111111111111112},"{concept:labor,text:labour}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.011111111111111112},"{concept:global,text:global}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.009722222222222222},"{concept:opportunity,text:opportunity}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.009722222222222222},"{concept:productive,text:productive}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.009722222222222222},"{concept:man,text:man}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.009722222222222222},"{concept:unemployment,text:unemployment}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.009722222222222222},"{concept:develop,text:develop}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.009722222222222222},"{concept:addition,text:increase}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.009722222222222222},"{concept:goal,text:goal}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.008333333333333333},"{concept:young_person,text:youth}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.008333333333333333},"{concept:promote,text:promote}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.008333333333333333},"{concept:sociable,text:social}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.008333333333333333},"{concept:peer,text:equal}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.008333333333333333},"{concept:poverty,text:poverty}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.008333333333333333},"{concept:cent,text:cent}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.008333333333333333},"{concept:include,text:include}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.006944444444444444},"{concept:entree,text:access}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.006944444444444444},"{concept:degree,text:level}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.006944444444444444},"{concept:sustainable,text:sustainable}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.006944444444444444},"{concept:people,text:people}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.006944444444444444},"{concept:financial,text:financial}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.006944444444444444},"{concept:worker,text:worker}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.005555555555555556},"{concept:particular,text:particular}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.005555555555555556},"{concept:service,text:service}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.005555555555555556},"{concept:society,text:society}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.005555555555555556},"{concept:lead,text:lead}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.005555555555555556},"{concept:guarantee,text:guarantee}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.005555555555555556},"{concept:2030,text:2030}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.005555555555555556},"{concept:life,text:living}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.005555555555555556},"{concept:productiveness,text:productivity}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.005555555555555556},"{concept:create,text:create}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.005555555555555556},"{concept:globally,text:globally}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.005555555555555556},"{concept:achieve,text:achieve}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.004166666666666667},"{concept:invention,text:innovation}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.004166666666666667},"{concept:training,text:training}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.004166666666666667},"{concept:BASIC,text:basic}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.004166666666666667},"{concept:contract,text:contract}"
"{nombre:Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all,id:8}",{peso:0.004166666666666667},"{concept:income,text:income}"
