n,r,t
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.002628120893561104},"{concept:climate,text:climate}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.002628120893561104},"{concept:associate,text:associate}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.002628120893561104},"{concept:drought,text:drought}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.002628120893561104},"{concept:dirt,text:soil}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.002628120893561104},"{concept:biodiversity,text:biodiversity}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.002628120893561104},"{concept:right,text:right}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.002628120893561104},"{concept:consume,text:consume}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.002628120893561104},"{concept:demand,text:demand}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.002628120893561104},"{concept:choice,text:choice}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.002628120893561104},"{concept:manner,text:way}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.003942181340341655},"{concept:goal,text:goal}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.003942181340341655},"{concept:plant,text:plant}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.003942181340341655},"{concept:productive,text:productive}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.003942181340341655},"{concept:particular,text:particular}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.003942181340341655},"{concept:reduce,text:reduce}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.003942181340341655},"{concept:farm,text:farm}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.003942181340341655},"{concept:worldwide,text:worldwide}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.003942181340341655},"{concept:support,text:livelihood}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.003942181340341655},"{concept:number,text:number}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.003942181340341655},"{concept:remain,text:remain}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.003942181340341655},"{concept:2017,text:2017}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.003942181340341655},"{concept:investing,text:investment}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.003942181340341655},"{concept:capacity,text:capacity}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.003942181340341655},"{concept:productiveness,text:productivity}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.003942181340341655},"{concept:aid,text:help}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.003942181340341655},"{concept:additional,text:additional}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.003942181340341655},"{concept:man,text:man}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.03416557161629435},"{concept:food,text:food}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.022339027595269383},"{concept:hunger,text:hunger}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.01971090670170828},"{concept:people,text:people}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.01576872536136662},"{concept:nothing,text:zero}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.011826544021024968},"{concept:addition,text:increase}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.011826544021024968},"{concept:universe,text:world}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.010512483574244415},"{concept:include,text:include}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.010512483574244415},"{concept:development,text:development}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.010512483574244415},"{concept:sustainable,text:sustainable}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.010512483574244415},"{concept:agricultural,text:agricultural}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.010512483574244415},"{concept:cent,text:cent}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.009198423127463863},"{concept:global,text:global}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.009198423127463863},"{concept:entree,text:access}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.00788436268068331},"{concept:change,text:change}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.00788436268068331},"{concept:rural,text:rural}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.00788436268068331},"{concept:agribusiness,text:agriculture}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.00788436268068331},"{concept:poor_people,text:poor}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.00788436268068331},"{concept:today,text:today}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.00788436268068331},"{concept:develop,text:develop}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.00788436268068331},"{concept:market,text:market}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.006570302233902759},"{concept:end,text:end}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.006570302233902759},"{concept:woman,text:woman}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.006570302233902759},"{concept:child,text:child}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.006570302233902759},"{concept:security,text:security}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.006570302233902759},"{concept:hungry,text:hungry}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.006570302233902759},"{concept:need,text:need}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.006570302233902759},"{concept:system,text:system}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.006570302233902759},"{concept:production,text:production}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.006570302233902759},"{concept:undernourished,text:undernourished}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.006570302233902759},"{concept:2030,text:2030}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.006570302233902759},"{concept:achieve,text:achieve}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.006570302233902759},"{concept:improve,text:improve}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.005256241787122208},"{concept:nutritious,text:nutritious}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.005256241787122208},"{concept:resource,text:resource}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.005256241787122208},"{concept:malnutrition,text:malnutrition}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.005256241787122208},"{concept:population,text:population}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.005256241787122208},"{concept:nutrition,text:nutrition}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.005256241787122208},"{concept:farmer,text:farmer}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.005256241787122208},"{concept:ensure,text:ensure}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.003942181340341655},"{concept:articulation,text:join}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.003942181340341655},"{concept:local,text:local}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.003942181340341655},"{concept:sociable,text:social}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.003942181340341655},"{concept:support,text:support}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.003942181340341655},"{concept:income,text:income}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.003942181340341655},"{concept:provide,text:provide}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.003942181340341655},"{concept:catastrophe,text:disaster}"
"{nombre:End hunger, achieve food security and improved nutrition and promote sustainable agriculture,id:2}",{peso:0.003942181340341655},"{concept:land,text:land}"
