n,r,t
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:man,text:man}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:contempt,text:despite}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:rural,text:rural}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:give,text:give}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:birth,text:birth}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:urban,text:urban}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:person,text:person}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:show,text:show}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:poor_people,text:poor}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:rich_people,text:rich}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:market,text:market}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:nothing,text:zero}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:treatment,text:treatment}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:universal,text:universal}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:principle,text:principle}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:wage,text:pay}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:attention,text:attention}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:disadvantaged,text:disadvantaged}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:marginalized,text:marginalized}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:advancement,text:progress}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:datum,text:datum}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:rise,text:rise}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:60,text:60}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:94,text:94}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:grow,text:grow}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:sustainable,text:sustainable}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:environmental,text:environmental}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:persist,text:persist}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:entree,text:access}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:service,text:service}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:small,text:small}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:island,text:island}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:decrease,text:reduction}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:International,text:international}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:education,text:education}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:especially,text:especially}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:vulnerable,text:vulnerable}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:empower,text:empower}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:inclusive,text:inclusive}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:peer,text:equal}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:discriminatory,text:discriminatory}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:law,text:law}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:issue,text:issue}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:effective,text:effective}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:credible,text:credible}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:accountable,text:accountable}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:safe,text:safe}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:regular,text:regular}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.0031645569620253164},"{concept:responsible,text:responsible}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.004746835443037975},"{concept:disease,text:disease}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.004746835443037975},"{concept:particular,text:particular}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.004746835443037975},"{concept:financial,text:financial}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.004746835443037975},"{concept:institution,text:institution}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.004746835443037975},"{concept:2030,text:2030}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.02689873417721519},"{concept:develop,text:develop}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.023734177215189875},"{concept:inequality,text:inequality}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.014240506329113924},"{concept:policy,text:policy}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.014240506329113924},"{concept:income,text:income}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.014240506329113924},"{concept:reduce,text:reduce}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.014240506329113924},"{concept:economic,text:economic}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.012658227848101266},"{concept:poverty,text:poverty}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.012658227848101266},"{concept:need,text:need}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.012658227848101266},"{concept:sociable,text:social}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.012658227848101266},"{concept:cent,text:cent}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.011075949367088608},"{concept:universe,text:world}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.011075949367088608},"{concept:woman,text:woman}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.00949367088607595},"{concept:people,text:people}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.007911392405063292},"{concept:migration,text:migration}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.007911392405063292},"{concept:opportunity,text:opportunity}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.007911392405063292},"{concept:include,text:include}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.007911392405063292},"{concept:ensure,text:ensure}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.007911392405063292},"{concept:population,text:population}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.007911392405063292},"{concept:die,text:die}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.007911392405063292},"{concept:likely,text:likely}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.007911392405063292},"{concept:disability,text:disability}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.007911392405063292},"{concept:achieve,text:achieve}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.006329113924050633},"{concept:promote,text:promote}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.006329113924050633},"{concept:global,text:global}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.006329113924050633},"{concept:development,text:development}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.006329113924050633},"{concept:child,text:child}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.006329113924050633},"{concept:live,text:live}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.004746835443037975},"{concept:wellmanaged,text:wellmanaged}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.004746835443037975},"{concept:discrimination,text:discrimination}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.004746835443037975},"{concept:life,text:life}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.004746835443037975},"{concept:well,text:well}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.004746835443037975},"{concept:plan,text:plan}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.004746835443037975},"{concept:eliminate,text:eliminate}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.004746835443037975},"{concept:growth,text:growth}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.004746835443037975},"{concept:community,text:community}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.004746835443037975},"{concept:migrant,text:migrant}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.004746835443037975},"{concept:protection,text:protection}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.004746835443037975},"{concept:health,text:health}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.004746835443037975},"{concept:continue,text:continue}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.004746835443037975},"{concept:state,text:state}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.004746835443037975},"{concept:three,text:three}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.004746835443037975},"{concept:average,text:average}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.004746835443037975},"{concept:national,text:national}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.004746835443037975},"{concept:export,text:export}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.004746835443037975},"{concept:addition,text:increase}"
"{nombre:Reduce inequality within and among countries,id:10}",{peso:0.004746835443037975},"{concept:face,text:face}"
